Advert Reference,Property Reference,Property Address,Bid Opening Date,Bid Closing Date,Number Of Bedrooms,Number Of Bedspaces,Total Bidders,Successful Bid Points,Ward Code,Ward Name,Lower Super Output Area Code,Lower Super Output Area Name,Easting,Northing,Longitude,Latitude,Location,Spatial Accuracy,Last Uploaded,Organisation URI
193756,16712,"Flat 130, Dorney, Adelaide Road, London, NW3 3PL",20/04/2017,24/04/2017,3,6,259,500,E05000128,Belsize,E01000846,,527370,184400,-0.164637,51.544131,"(51.544131, -0.164637)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
186759,30376,"Flat 6, Constable House, Adelaide Road, London, NW3 3QA",28/04/2016,02/05/2016,2,4,553,270,E05000136,Haverstock,E01000906,,527946,184412,-0.156331,51.544109,"(51.544109, -0.156331)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
101610,5398,"46 Coopers Lane, London, NW1 1HA",21/01/2016,25/01/2016,3,4,227,415,E05000143,St Pancras and Somers Town,E01000953,,529879,183227,-0.128908,51.533019,"(51.533019, -0.128908)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
183473,15641,"Flat 12, Bernard Shaw Court, St Pancras Way, London, NW1 9NG",20/07/2017,24/07/2017,3,5,288,390,E05000131,Cantelowes,E01000867,,529209,184309,-0.138165,51.542896,"(51.542896, -0.138165)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
288724,29141,"Flat 82, Beaufort Court, 65 Maygrove Road, London, NW6 2DA",26/05/2016,30/05/2016,4,7,99,287,E05000132,Fortune Green,E01000876,,524935,184792,-0.199593,51.548198,"(51.548198, -0.199593)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
102661,19986,"Flat 19, Walker House, Phoenix Road, London, NW1 1EN",15/12/2016,02/01/2017,2,4,485,745,E05000143,St Pancras and Somers Town,E01000953,,529736,183031,-0.131041,51.53129,"(51.53129, -0.131041)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
199792,38825,"Flat B, 61 Patshull Road, London, NW5 2LE",02/06/2016,06/06/2016,1,2,168,380,E05000131,Cantelowes,E01000870,,529282,184782,-0.13694,51.54713,"(51.54713, -0.13694)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
288764,28679,"Flat 12, Princes Park Apartments North, 52 Prince Of Wales Road, London, NW5 3LN",11/02/2016,15/02/2016,3,5,247,580,E05000136,Haverstock,E01000901,,528577,184740,-0.147117,51.546913,"(51.546913, -0.147117)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
106367,18756,"Flat 17, Bucklebury, Stanhope Street, London, NW1 3LB",16/02/2017,20/02/2017,1,2,120,525,E05000142,Regent's Park,E01000945,,529036,182484,-0.141327,51.526535,"(51.526535, -0.141327)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
108929,29083,"Flat 5, Windermere, Albany Street, London, NW1 4EP",01/12/2016,05/12/2016,0,0,110,270,E05000142,Regent's Park,E01000944,,528840,182751,-0.144053,51.528979,"(51.528979, -0.144053)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
108922,39105,"Flat B,8 Manley Street,London,NW1 8LT",24/03/2016,28/03/2016,1,2,221,590,E05000130,Camden Town with Primrose Hill,E01000859,,528127,183925,-0.153899,51.539691,"(51.539691, -0.153899)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
181463,3217,"25 Spode Walk, London, NW6 1XS",17/03/2016,21/03/2016,1,0,168,440,E05000145,West Hampstead,E01000972,,525929,185025,-0.185182,51.550071,"(51.550071, -0.185182)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
197563,32043,"Flat 7,Winter Garden House,2 Macklin Street,London,WC2B 5ND",15/09/2016,19/09/2016,1,2,121,440,E05000138,Holborn and Covent Garden,E01000918,,530353,181282,-0.122797,51.51543,"(51.51543, -0.122797)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
288562,30874,"Flat 701, Lily Building , Heritage Lane, London, NW6 2BZ",01/06/2017,05/06/2017,2,4,376,650,E05000145,West Hampstead,E01000973,,525341,184648,-0.193792,51.546814,"(51.546814, -0.193792)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
197512,36623,"Flat A, 77 Gascony Avenue, London, NW6 4ND",20/07/2017,24/07/2017,0,1,104,420,E05000140,Kilburn,E01000932,,525303,184194,-0.194501,51.542742,"(51.542742, -0.194501)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
286106,30400,"Apartment 203, Charlotte Building, Heritage Lane, London, NW6 2BZ",02/03/2017,06/03/2017,3,5,240,450,E05000145,West Hampstead,E01000973,,525341,184648,-0.193792,51.546814,"(51.546814, -0.193792)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
101874,27360,"Flat 41, Mexborough, Pratt Street, London, NW1 0BL",18/02/2016,22/02/2016,0,1,186,455,E05000143,St Pancras and Somers Town,E01000959,,529155,183726,-0.139157,51.537669,"(51.537669, -0.139157)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
195542,28872,"Flat 5, Ledam House, Portpool Lane, London, EC1N 7UQ",06/10/2016,10/10/2016,0,0,119,240,E05000138,Holborn and Covent Garden,E01000917,,531084,181958,-0.112017,51.521336,"(51.521336, -0.112017)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
185384,37826,"Flat B,24 Lowfield Road,London,NW6 2PR",04/08/2016,08/08/2016,1,1,128,300,E05000145,West Hampstead,E01000973,,525196,184461,-0.195949,51.545165,"(51.545165, -0.195949)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
184482,36452,"65A Rowley Way, London, NW8 0SJ",11/02/2016,15/02/2016,3,6,222,360,E05000140,Kilburn,E01000935,,526041,183910,-0.183967,51.540026,"(51.540026, -0.183967)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
193903,29493,"Flat 53,Gordon Mansions,Torrington Place,London,WC1E 7HG",07/09/2017,11/09/2017,4,6,84,600,E05000129,Bloomsbury,E01000854,,529571,182040,-0.133782,51.522422,"(51.522422, -0.133782)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
288592,30602,"Flat 18, Arlidge House, 11-14 Kirby Street, London, EC1N 8TW",30/03/2017,03/04/2017,2,4,364,400,E05000138,Holborn and Covent Garden,E01000916,,531422,181844,-0.107191,51.520233,"(51.520233, -0.107191)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
197550,14670,"Flat 104, Bacton, Haverstock Road, London, NW5 4PX",25/02/2016,29/02/2016,0,1,148,240,E05000134,Gospel Oak,E01000890,,528055,185334,-0.154424,51.55237,"(51.55237, -0.154424)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
106792,23399,"Flat 27, Swallowfield, Munster Square, London, NW1 3PJ",19/10/2017,23/10/2017,0,4,101,200,E05000142,Regent's Park,E01000944,,528885,182517,-0.14349,51.526866,"(51.526866, -0.14349)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
181565,30301,"Flat 6,Betterton House,Betterton Street,London,WC2H 9BT",26/05/2016,30/05/2016,1,2,145,595,E05000138,Holborn and Covent Garden,E01000918,,530270,181206,-0.124021,51.514767,"(51.514767, -0.124021)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
288643,29936,"Flat 12, Parnell House, Streatham Street, London, WC1A 1JB",24/11/2016,28/11/2016,1,1,70,250,E05000129,Bloomsbury,E01000855,,529994,181469,-0.127899,51.517194,"(51.517194, -0.127899)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
288683,29538,"Flat 86, Beaufort Court, 65 Maygrove Road, London, NW6 2DA",25/08/2016,29/08/2016,2,4,409,350,E05000132,Fortune Green,E01000876,,524935,184792,-0.199593,51.548198,"(51.548198, -0.199593)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
188726,17127,"Flat 14, Halstow, Queens Crescent, London, NW5 4EH",04/08/2016,08/08/2016,5,9,17,555,E05000136,Haverstock,E01000900,,528153,184830,-0.153195,51.547818,"(51.547818, -0.153195)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
288658,29852,"Flat D, 4 Burton Place, London, WC1H 9AH",03/11/2016,07/11/2016,0,1,103,255,E05000141,King's Cross,E01000943,,529965,182508,-0.127934,51.526537,"(51.526537, -0.127934)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
182944,23272,"Flat 27,Edington,Allcroft Road,London,NW5 4ND",15/12/2016,02/01/2017,2,3,380,420,E05000136,Haverstock,E01000901,,528344,184970,-0.150391,51.549033,"(51.549033, -0.150391)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
199455,5010,"40 Westcroft Close, London, NW2 2RR",04/08/2016,08/08/2016,1,2,154,400,E05000132,Fortune Green,E01000872,,524335,185447,-0.20801,51.554217,"(51.554217, -0.20801)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
105696,28078,"Flat 46, Oxenholme, Harrington Square, London, NW1 2JN",09/03/2017,13/03/2017,2,3,312,405,E05000143,St Pancras and Somers Town,E01000954,,529259,183140,-0.137874,51.532379,"(51.532379, -0.137874)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
191810,7526,"82 Brassey Road, London, NW6 2BB",16/11/2017,20/11/2017,0,1,75,200,E05000132,Fortune Green,E01000876,,524788,184973,-0.201648,51.549857,"(51.549857, -0.201648)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
286106,30401,"Apartment 202, Charlotte Building, Heritage Lane, London, NW6 2BZ",02/03/2017,06/03/2017,3,5,240,230,E05000145,West Hampstead,E01000973,,525341,184648,-0.193792,51.546814,"(51.546814, -0.193792)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
196030,30237,"Flat 6,5-7 Belsize Grove,London,NW3 4UT",03/03/2016,07/03/2016,0,1,107,105,E05000128,Belsize,E01000843,,527312,184817,-0.165322,51.547892,"(51.547892, -0.165322)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
181860,39249,"Flat B,90 Castlehaven Road,London,NW1 8PL",28/07/2016,01/08/2016,2,4,545,690,E05000139,Kentish Town,E01000927,,528813,184586,-0.143771,51.545475,"(51.545475, -0.143771)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
198284,19702,"Flat 19, Beech House, Maitland Park Villas, London, NW3 2EG",25/02/2016,29/02/2016,3,6,356,360,E05000136,Haverstock,E01000902,,527911,184874,-0.156667,51.548269,"(51.548269, -0.156667)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
288713,29284,"Flat C, 17 Westbere Road, London, NW2 3SP",30/06/2016,04/07/2016,1,2,131,200,E05000132,Fortune Green,E01000875,,524620,185206,-0.203987,51.551988,"(51.551988, -0.203987)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
195487,21272,"Flat 21,Camelot House,Camden Park Road,London,NW1 9AR",25/02/2016,29/02/2016,2,4,421,525,E05000131,Cantelowes,E01000869,,529839,184799,-0.128905,51.547155,"(51.547155, -0.128905)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
109251,24548,"Flat 3, Troutbeck, Albany Street, London, NW1 4EG",27/07/2017,31/07/2017,3,2,262,305,E05000142,Regent's Park,E01000946,,528845,182633,-0.144024,51.527917,"(51.527917, -0.144024)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
195608,27113,"40 Barrington Court, Lamble Street, London, NW5 4AT",26/10/2017,30/10/2017,1,2,92,250,E05000134,Gospel Oak,E01000889,,528186,185438,-0.152498,51.553275,"(51.553275, -0.152498)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
183280,4376,"349 Grafton Road, London, NW5 4BJ",09/11/2017,13/11/2017,1,2,91,300,E05000134,Gospel Oak,E01000891,,528321,185255,-0.150619,51.551599,"(51.551599, -0.150619)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
187810,16817,"Flat 134, Wendling, Haverstock Road, London, NW5 4QX",02/02/2017,06/02/2017,1,2,129,360,E05000134,Gospel Oak,E01000890,,527962,185268,-0.155789,51.551798,"(51.551798, -0.155789)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
192674,7461,"8 Woodland Walk,London,NW3 2BZ",21/01/2016,25/01/2016,3,4,361,1080,E05000135,Hampstead Town,E01000898,,527466,185269,-0.162938,51.551919,"(51.551919, -0.162938)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
288625,30286,"Flat 8,Tankerton Houses,Tankerton Street,London,WC1H 8HP",19/01/2017,23/01/2017,1,1,68,150,E05000141,King's Cross,E01000939,,530373,182694,-0.121987,51.528115,"(51.528115, -0.121987)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
108507,26145,"Flat 38, Ambleside, Augustus Street, London, NW1 3TA",04/08/2016,08/08/2016,1,2,142,550,E05000142,Regent's Park,E01000949,,528943,183009,-0.142475,51.531274,"(51.531274, -0.142475)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
181015,41322,"Flat E, 55 Chester Road, London, N19 5DF",16/03/2017,20/03/2017,2,3,409,400,E05000137,Highgate,E01000908,,528839,186587,-0.142664,51.563452,"(51.563452, -0.142664)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
181411,22355,"Flat 24, Burmarsh, 71 Marsden Street, London, NW5 3JA",12/05/2016,16/05/2016,0,1,163,375,E05000136,Haverstock,E01000905,,528192,184738,-0.152666,51.546983,"(51.546983, -0.152666)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
198308,35865,"Flat A,4 Courthope Road,London,NW3 2LB",03/08/2017,07/08/2017,2,3,419,305,E05000134,Gospel Oak,E01000886,,527966,185565,-0.155623,51.554466,"(51.554466, -0.155623)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
288680,29557,"Flat A, 14 Bramshill Gardens, London, NW5 1JH",01/09/2016,05/09/2016,1,2,132,430,E05000137,Highgate,E01000907,,528854,186471,-0.14249,51.562406,"(51.562406, -0.14249)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
192661,14168,"Flat 10, Cheshunt House, Mortimer Crescent, London, NW6 5UR",22/12/2016,02/01/2017,1,2,85,350,E05000140,Kilburn,E01000929,,525703,183574,-0.188958,51.537081,"(51.537081, -0.188958)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
286103,30392,"Apartment 402, Lily Building, Heritage Lane, London, NW6 2BZ",20/07/2017,24/07/2017,2,4,60,287,E05000145,West Hampstead,E01000973,,525341,184648,-0.193792,51.546814,"(51.546814, -0.193792)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
288667,29764,"Flat 3, Eleanor House, 42 Fortess Road, London, NW5 2JP",13/10/2016,17/10/2016,3,5,261,675,E05000139,Kentish Town,E01000921,,529009,185440,-0.140633,51.553105,"(51.553105, -0.140633)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
184775,39273,"Flat B, 92 Savernake Road, London, NW3 2JR",31/08/2017,04/09/2017,4,7,80,840,E05000134,Gospel Oak,E01000886,,528062,185713,-0.154186,51.555774,"(51.555774, -0.154186)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
191502,32480,"Flat 77, Holly Lodge Mansions, Oakeshott Avenue, London, N6 6DS",18/05/2017,22/05/2017,0,1,99,200,E05000137,Highgate,E01000908,,528443,186863,-0.148273,51.566022,"(51.566022, -0.148273)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
109016,7295,"79 Munster Square, London, NW1 3PS",11/02/2016,15/02/2016,3,5,291,450,E05000142,Regent's Park,E01000944,,528986,182487,-0.142046,51.526573,"(51.526573, -0.142046)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
103206,17105,"Flat 14,Gladwin House,Cranleigh Street,London,NW1 1PJ",11/05/2017,15/05/2017,1,2,142,355,E05000143,St Pancras and Somers Town,E01000954,,529424,183152,-0.135492,51.532449,"(51.532449, -0.135492)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
184742,39110,"Flat B, 8 Oseney Crescent, London, NW5 2AU",05/05/2016,09/05/2016,2,4,591,830,E05000131,Cantelowes,E01000870,,529496,184836,-0.133835,51.547566,"(51.547566, -0.133835)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
191946,20983,"Flat 20, Kilburn Gate, Kilburn Priory, London, NW6 5ND",09/06/2016,13/06/2016,0,1,142,210,E05000140,Kilburn,E01000930,,525683,183446,-0.189291,51.535935,"(51.535935, -0.189291)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
288671,29680,"Flat 21, Tapestry Apartments, 3 Canal Reach, London, N1C 4BA",29/09/2016,03/10/2016,1,2,131,170,E05000143,St Pancras and Somers Town,E01000953,,529910,183793,-0.128227,51.5381,"(51.5381, -0.128227)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
186301,34802,"Flat A, 13 Parkhill Road, London, NW3 2YH",22/06/2017,26/06/2017,1,2,147,1110,E05000136,Haverstock,E01000903,,527750,184942,-0.158963,51.548916,"(51.548916, -0.158963)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
180770,16071,"Flat 120, Webheath, Netherwood Street, London, NW6 2JT",20/07/2017,24/07/2017,1,2,90,240,E05000140,Kilburn,E01000931,,524951,184391,-0.199505,51.54459,"(51.54459, -0.199505)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
109439,6298,"5B Tolmers Square, London, NW1 2PE",28/01/2016,01/02/2016,2,3,508,500,E05000142,Regent's Park,E01000946,,529306,182467,-0.137443,51.52632,"(51.52632, -0.137443)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
288632,30049,"Flat 56, St Marys Flats, Doric Way, London, NW1 1LB",15/12/2016,02/01/2017,1,1,73,140,E05000143,St Pancras and Somers Town,E01000955,,529688,182797,-0.131818,51.529198,"(51.529198, -0.131818)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
